"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/08/2022","RANGOON RUBY BURMESEPALO ALTO           CA","RANGOON RUBY BURMESEPALO ALTO           CA","61.67","debit","Restaurants","Blue from American Express","",""
"7/08/2022","SNOWFLAKE COMPUTING","SNOWFLAKE COMPUTING","21.29","debit","Restaurants","Business Adv Unlimited Cash Rewards - 2733","",""
"7/07/2022","GglPay JOE & THE JUIPALO ALTO           CA","GglPay JOE & THE JUIPALO ALTO           CA","5.79","debit","Restaurants","Blue from American Express","",""
"7/07/2022","BT*DD *DOORDASH GINGSAN FRANCISCO       CA","BT*DD *DOORDASH GINGSAN FRANCISCO       CA","70.77","debit","Food Delivery","Blue from American Express","",""
"7/07/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","11.50","debit","Coffee Shops","Blue from American Express","",""
"7/07/2022","DOORDASH DASHPASS   SAN FRANCISCO       CA","DOORDASH DASHPASS   SAN FRANCISCO       CA","9.99","debit","Food Delivery","Blue from American Express","",""
"7/06/2022","GglPay JOE & THE JUIPALO ALTO           CA","GglPay JOE & THE JUIPALO ALTO           CA","9.06","debit","Restaurants","Blue from American Express","",""
"7/04/2022","GglPay TST* MILESTONNAPA                CA","GglPay TST* MILESTONNAPA                CA","20.47","debit","Restaurants","Blue from American Express","",""
"7/04/2022","GglPay BELLA BAKERY Calistoga           CA","GglPay BELLA BAKERY Calistoga           CA","32.10","debit","Restaurants","Blue from American Express","",""
"7/04/2022","TST* MILESTONE PROVINAPA                CA","TST* MILESTONE PROVINAPA                CA","18.98","debit","Restaurants","Blue from American Express","",""
"7/04/2022","GglPay LIVE FIRE PIZNapa                CA","GglPay LIVE FIRE PIZNapa                CA","9.70","debit","Restaurants","Blue from American Express","",""
"7/04/2022","GglPay CALISTOGA ROACALISTOGA           CA","GglPay CALISTOGA ROACALISTOGA           CA","15.06","debit","Restaurants","Blue from American Express","",""
"7/04/2022","TST* MILESTONE PROVINAPA                CA","TST* MILESTONE PROVINAPA                CA","51.03","debit","Restaurants","Blue from American Express","",""
"7/03/2022","GglPay BELLA BAKERY Calistoga           CA","GglPay BELLA BAKERY Calistoga           CA","6.90","debit","Restaurants","Blue from American Express","",""
"7/03/2022","TST* CALISTOGA INN RCALISTOGA           CA","TST* CALISTOGA INN RCALISTOGA           CA","177.16","debit","Restaurants","Blue from American Express","",""
"7/03/2022","GglPay HYDRO BAR & GCALISTOGA           CA","GglPay HYDRO BAR & GCALISTOGA           CA","34.10","debit","Alcohol & Bars","Blue from American Express","",""
"7/03/2022","GglPay HOUSE OF BETTCALISTOGA           CA","GglPay HOUSE OF BETTCALISTOGA           CA","39.65","debit","Restaurants","Blue from American Express","",""
"7/03/2022","GglPay THE PETRIFIEDCALISTOGA           CA","GglPay THE PETRIFIEDCALISTOGA           CA","44.00","debit","Restaurants","Blue from American Express","",""
"7/03/2022","GglPay TST* LOVINA 0CALISTOGA           CA","GglPay TST* LOVINA 0CALISTOGA           CA","147.60","debit","Restaurants","Blue from American Express","",""
"7/01/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","19.45","debit","Coffee Shops","Blue from American Express","",""
"7/01/2022","TST* Pacific Catch - Cupe","TST* Pacific Catch - Cupe","16.30","debit","Restaurants","CREDIT CARD","",""
"6/30/2022","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"6/29/2022","BT*DD *DOORDASH CHAASAN FRANCISCO       CA","BT*DD *DOORDASH CHAASAN FRANCISCO       CA","92.26","debit","Food Delivery","Blue from American Express","",""
"6/29/2022","TEASPOON - SAN JOSE","TEASPOON - SAN JOSE","16.23","debit","Restaurants","CREDIT CARD","",""
"6/29/2022","TEASPOON - SAN JOSE","TEASPOON - SAN JOSE","8.80","debit","Restaurants","CREDIT CARD","",""
"6/27/2022","GglPay VITALITY BOWLPALO ALTO           CA","GglPay VITALITY BOWLPALO ALTO           CA","10.49","debit","Restaurants","Blue from American Express","",""
"6/26/2022","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"6/26/2022","BT*DD *DOORDASH VEGGSAN FRANCISCO       CA","BT*DD *DOORDASH VEGGSAN FRANCISCO       CA","50.96","debit","Food Delivery","Blue from American Express","",""
"6/26/2022","PASTA ARMELLINO","PASTA ARMELLINO","62.75","debit","Restaurants","CREDIT CARD","",""
"6/26/2022","85C BAKERY CAFE USA","85C BAKERY CAFE USA","34.00","debit","Restaurants","CREDIT CARD","",""
"6/26/2022","PEETSCOFFEE/MIGHTYLEAF","PEETSCOFFEE/MIGHTYLEAF","17.65","debit","Coffee Shops","CREDIT CARD","",""
"6/25/2022","GglPay TST* PACIFIC CUPERTINO           CA","GglPay TST* PACIFIC CUPERTINO           CA","177.35","debit","Restaurants","Blue from American Express","",""
"6/24/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","7.00","debit","Coffee Shops","Blue from American Express","",""
"6/24/2022","GglPay ZAREEN'S RESTPalo Alto           CA","GglPay ZAREEN'S RESTPalo Alto           CA","36.54","debit","Restaurants","Blue from American Express","",""
"6/23/2022","BT*DD *DOORDASH FAMBSAN FRANCISCO       CA","BT*DD *DOORDASH FAMBSAN FRANCISCO       CA","14.13","debit","Food Delivery","Blue from American Express","",""
"6/23/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","7.00","debit","Coffee Shops","Blue from American Express","",""
"6/23/2022","MYUNG RANG CUPERTINO","MYUNG RANG CUPERTINO","6.27","debit","Restaurants","CREDIT CARD","",""
"6/23/2022","MEET FRESH","MEET FRESH","12.55","debit","Restaurants","CREDIT CARD","",""
"6/22/2022","SLICE*TASTYPIZZAINDINEW YORK CITY       NY","SLICE*TASTYPIZZAINDINEW YORK CITY       NY","55.79","debit","Restaurants","Blue from American Express","",""
"6/22/2022","GglPay JOE & THE JUIPALO ALTO           CA","GglPay JOE & THE JUIPALO ALTO           CA","6.02","debit","Coffee Shops","Blue from American Express","",""
"6/21/2022","GglPay JOE & THE JUIPALO ALTO           CA","GglPay JOE & THE JUIPALO ALTO           CA","6.65","debit","Coffee Shops","Blue from American Express","",""
"6/21/2022","GglPay BACKYARD BREWPalo Alto           CA","GglPay BACKYARD BREWPalo Alto           CA","10.00","debit","Fast Food","Blue from American Express","",""
"6/21/2022","BREAK TIME CAFE & TEA","BREAK TIME CAFE & TEA","7.48","debit","Restaurants","CREDIT CARD","",""
"6/20/2022","GglPay JOE & THE JUIPALO ALTO           CA","GglPay JOE & THE JUIPALO ALTO           CA","6.65","debit","Coffee Shops","Blue from American Express","",""
"6/20/2022","SQ *DUMPLING KING 3","SQ *DUMPLING KING 3","14.22","debit","Restaurants","CREDIT CARD","",""
"6/19/2022","GglPay LAKSHMI BAZAASAN JOSE            CA","GglPay LAKSHMI BAZAASAN JOSE            CA","48.34","debit","Restaurants","Blue from American Express","",""
"6/19/2022","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"6/19/2022","PEETSCOFFEE/MIGHTYLEAF","PEETSCOFFEE/MIGHTYLEAF","2.28","debit","Coffee Shops","CREDIT CARD","",""
"6/19/2022","PEETSCOFFEE/MIGHTYLEAF","PEETSCOFFEE/MIGHTYLEAF","15.20","debit","Coffee Shops","CREDIT CARD","",""
"6/18/2022","BT*DD *DOORDASH GOFISAN FRANCISCO       CA","BT*DD *DOORDASH GOFISAN FRANCISCO       CA","61.97","debit","Food Delivery","Blue from American Express","",""
"6/18/2022","GglPay INDIA CASH & SAN JOSE            CA","GglPay INDIA CASH & SAN JOSE            CA","54.63","debit","Restaurants","Blue from American Express","",""
"6/17/2022","GglPay JOE & THE JUIPALO ALTO           CA","GglPay JOE & THE JUIPALO ALTO           CA","6.02","debit","Coffee Shops","Blue from American Express","",""
"6/16/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","6.00","debit","Coffee Shops","Blue from American Express","",""
"6/16/2022","DD DOORDASH COUPDETHA","DD DOORDASH COUPDETHA","124.54","debit","Food Delivery","CREDIT CARD","",""
"6/15/2022","SUSHI HEAVEN. 0001  SARATOGA            CA","SUSHI HEAVEN. 0001  SARATOGA            CA","110.14","debit","Restaurants","Blue from American Express","",""
"6/14/2022","GglPay DOORDASH*FAMBSAN FRANCISCO       CA","GglPay DOORDASH*FAMBSAN FRANCISCO       CA","31.32","debit","Food Delivery","Blue from American Express","",""
"6/13/2022","GglPay COUPA CAFE 1 PALO ALTO           CA","GglPay COUPA CAFE 1 PALO ALTO           CA","6.01","debit","Restaurants","Blue from American Express","",""
"6/12/2022","DD DOORDASH BOUDINBAK","DD DOORDASH BOUDINBAK","40.17","debit","Fast Food","CREDIT CARD","",""
"6/11/2022","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"6/10/2022","SLICE*TASTYPIZZAINDINEW YORK CITY       NY","SLICE*TASTYPIZZAINDINEW YORK CITY       NY","50.14","debit","Restaurants","Blue from American Express","",""
"6/09/2022","SLACK T01744AURUK","SLACK T01744AURUK","206.71","debit","Restaurants","Business Adv Unlimited Cash Rewards - 2733","",""
"6/08/2022","BT*DD *DOORDASH COUPSAN FRANCISCO       CA","BT*DD *DOORDASH COUPSAN FRANCISCO       CA","122.96","debit","Food Delivery","Blue from American Express","",""
"6/07/2022","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"6/07/2022","DOORDASH DASHPASS   SAN FRANCISCO       CA","DOORDASH DASHPASS   SAN FRANCISCO       CA","9.99","debit","Food Delivery","Blue from American Express","",""
"6/05/2022","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"6/05/2022","GglPay INDIA CASH & SAN JOSE            CA","GglPay INDIA CASH & SAN JOSE            CA","204.00","debit","Restaurants","Blue from American Express","",""
"6/04/2022","GglPay BIG BASIN CAFSaratoga            CA","GglPay BIG BASIN CAFSaratoga            CA","7.10","debit","Coffee Shops","Blue from American Express","",""
"6/03/2022","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","57.42","debit","Restaurants","Blue from American Express","",""
"6/02/2022","THE MYNT 000000001  SAN JOSE            CA","THE MYNT 000000001  SAN JOSE            CA","105.59","debit","Restaurants","Blue from American Express","",""
"6/01/2022","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"6/01/2022","BT*DD *DOORDASH HAPPSAN FRANCISCO       CA","BT*DD *DOORDASH HAPPSAN FRANCISCO       CA","9.80","debit","Food Delivery","Blue from American Express","",""
"6/01/2022","GglPay DOORDASH*FAMBSAN FRANCISCO       CA","GglPay DOORDASH*FAMBSAN FRANCISCO       CA","28.05","debit","Food Delivery","Blue from American Express","",""
"6/01/2022","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","81.65","debit","Food Delivery","Blue from American Express","",""
"6/01/2022","ATL GOLDBERGS","ATL GOLDBERGS","7.21","debit","Restaurants","CREDIT CARD","",""
"6/01/2022","ANTONIO'S PIZZA","ANTONIO'S PIZZA","12.07","debit","Restaurants","CREDIT CARD","",""
"5/31/2022","GglPay KALI GREEK KIPalo Alto           CA","GglPay KALI GREEK KIPalo Alto           CA","19.45","debit","Restaurants","Blue from American Express","",""
"5/31/2022","SQ *RESTAURANT SELF-SERVE","SQ *RESTAURANT SELF-SERVE","22.69","debit","Restaurants","CREDIT CARD","",""
"5/31/2022","STARBUCKS STORE 66360","STARBUCKS STORE 66360","12.52","debit","Coffee Shops","CREDIT CARD","",""
"5/30/2022","GglPay ZAREEN'S RESTPalo Alto           CA","GglPay ZAREEN'S RESTPalo Alto           CA","14.76","debit","Restaurants","Blue from American Express","",""
"5/30/2022","BT BOSTONCALLING2022","BT BOSTONCALLING2022","29.10","debit","Restaurants","CREDIT CARD","",""
"5/29/2022","GglPay BIG BASIN CAFSaratoga            CA","GglPay BIG BASIN CAFSaratoga            CA","11.46","debit","Restaurants","Blue from American Express","",""
"5/29/2022","GglPay BIG BASIN CAFSaratoga            CA","GglPay BIG BASIN CAFSaratoga            CA","36.14","debit","Restaurants","Blue from American Express","",""
"5/29/2022","BT BOSTONCALLING2022","BT BOSTONCALLING2022","15.76","debit","Restaurants","CREDIT CARD","",""
"5/29/2022","TST* SAL'S PIZZA - TREMON","TST* SAL'S PIZZA - TREMON","6.03","debit","Restaurants","CREDIT CARD","",""
"5/29/2022","DOORDASH*TERIYAKI YUMM","DOORDASH*TERIYAKI YUMM","75.19","debit","Food Delivery","CREDIT CARD","",""
"5/29/2022","BT BOSTONCALLING2022","BT BOSTONCALLING2022","3.64","debit","Restaurants","CREDIT CARD","",""
"5/29/2022","DUNKIN #308193 Q35","DUNKIN #308193 Q35","1.38","debit","Coffee Shops","CREDIT CARD","",""
"5/29/2022","DINOS RESTAURANT","DINOS RESTAURANT","22.33","debit","Restaurants","CREDIT CARD","",""
"5/28/2022","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","PEETSCOFFEE/MIGHTYLEEMERYVILLE          CA","25.00","debit","Coffee Shops","Blue from American Express","",""
"5/27/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","13.80","debit","Coffee Shops","Blue from American Express","",""
"5/27/2022","BT*DD *DOORDASH THECSAN FRANCISCO       CA","BT*DD *DOORDASH THECSAN FRANCISCO       CA","55.86","debit","Food Delivery","Blue from American Express","",""
"5/27/2022","KINGS","KINGS","25.00","debit","Alcohol & Bars","CREDIT CARD","",""
"5/27/2022","SQ *TAIYAKI NYC - BOSTON","SQ *TAIYAKI NYC - BOSTON","10.00","debit","Restaurants","CREDIT CARD","",""
"5/26/2022","GglPay DUNKIN #34113E BOSTON            MA","GglPay DUNKIN #34113E BOSTON            MA","4.39","debit","Coffee Shops","Blue from American Express - Supplementary account","",""
"5/26/2022","GglPay ZAREEN'S RESTPalo Alto           CA","GglPay ZAREEN'S RESTPalo Alto           CA","14.76","debit","Restaurants","Blue from American Express","",""
"5/26/2022","SQ *BURGER JOINT","SQ *BURGER JOINT","23.25","debit","Restaurants","CREDIT CARD","",""
"5/25/2022","GglPay KALI GREEK KIPalo Alto           CA","GglPay KALI GREEK KIPalo Alto           CA","19.45","debit","Restaurants","Blue from American Express","",""
"5/25/2022","GglPay COUPA CAFE 8 LOS ALTOS           CA","GglPay COUPA CAFE 8 LOS ALTOS           CA","7.19","debit","Coffee Shops","Blue from American Express","",""
"5/25/2022","BT*DD *DOORDASH CORASAN FRANCISCO       CA","BT*DD *DOORDASH CORASAN FRANCISCO       CA","20.99","debit","Food Delivery","Blue from American Express","",""
"5/25/2022","BT*DD *DOORDASH BOUDSAN FRANCISCO       CA","BT*DD *DOORDASH BOUDSAN FRANCISCO       CA","68.79","debit","Food Delivery","Blue from American Express","",""
"5/24/2022","TEASPOON - SAN JOSE SAN JOSE            CA","TEASPOON - SAN JOSE SAN JOSE            CA","25.85","debit","Restaurants","Blue from American Express - Supplementary account","",""
"5/24/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","7.00","debit","Coffee Shops","Blue from American Express","",""
"5/24/2022","GglPay SWEETGREEN PAPALO ALTO           CA","GglPay SWEETGREEN PAPALO ALTO           CA","15.22","debit","Restaurants","Blue from American Express","",""
"5/23/2022","Withdrawal U.S. BANK,USB EL PASEO DE SA     SAN JOSE     CAUS","Withdrawal U.S. BANK,USB EL PASEO DE SA     SAN JOSE     CAUS","300.00","debit","Restaurants","Provident Checking","",""
"5/21/2022","RABBIT RABBIT TEA   San Jose            CA","RABBIT RABBIT TEA   San Jose            CA","21.62","debit","Coffee Shops","Blue from American Express - Supplementary account","",""
"5/21/2022","TST* CURRY PIZZA HOUCUPERTINO           CA","TST* CURRY PIZZA HOUCUPERTINO           CA","36.02","debit","Restaurants","Blue from American Express - Supplementary account","",""
"5/20/2022","GglPay VERVE COFFEE Palo Alto           CA","GglPay VERVE COFFEE Palo Alto           CA","12.11","debit","Coffee Shops","Blue from American Express","",""
"5/20/2022","DOORDASH*KOREAN PALASAN FRANCISCO       CA","DOORDASH*KOREAN PALASAN FRANCISCO       CA","28.44","debit","Food Delivery","Blue from American Express","",""
"5/19/2022","GglPay LAKSHMI BAZAASAN JOSE            CA","GglPay LAKSHMI BAZAASAN JOSE            CA","83.74","debit","Restaurants","Blue from American Express","",""
"5/19/2022","GglPay ZAREEN'S RESTPalo Alto           CA","GglPay ZAREEN'S RESTPalo Alto           CA","14.70","debit","Restaurants","Blue from American Express","",""
"5/19/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","6.50","debit","Coffee Shops","Blue from American Express","",""
"5/19/2022","REPOSADO 08487002217PALO ALTO           CA","REPOSADO 08487002217PALO ALTO           CA","49.65","debit","Restaurants","Blue from American Express","",""
"5/18/2022","TEASPOON - SAN JOSE SAN JOSE            CA","TEASPOON - SAN JOSE SAN JOSE            CA","14.58","debit","Restaurants","Blue from American Express - Supplementary account","",""
"5/18/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","6.00","debit","Coffee Shops","Blue from American Express","",""
"5/18/2022","GglPay JOE & THE JUIPALO ALTO           CA","GglPay JOE & THE JUIPALO ALTO           CA","11.68","debit","Coffee Shops","Blue from American Express","",""
"5/18/2022","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","82.20","debit","Food Delivery","Blue from American Express","",""
"5/18/2022","GglPay JOE & THE JUIPALO ALTO           CA","GglPay JOE & THE JUIPALO ALTO           CA","5.89","debit","Coffee Shops","Blue from American Express","",""
"5/17/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","12.94","debit","Coffee Shops","Blue from American Express","",""
"5/16/2022","BT*DD *DOORDASH IKESSAN FRANCISCO       CA","BT*DD *DOORDASH IKESSAN FRANCISCO       CA","30.97","debit","Food Delivery","Blue from American Express","",""
"5/16/2022","GglPay JOE & THE JUIPALO ALTO           CA","GglPay JOE & THE JUIPALO ALTO           CA","10.29","debit","Coffee Shops","Blue from American Express","",""
"5/15/2022","GglPay P103 Coffee*JSanta Clara         CA","GglPay P103 Coffee*JSanta Clara         CA","7.10","debit","Coffee Shops","Blue from American Express","",""
"5/15/2022","FORTY NINERS STADIUMSANTA CLARA         CA","FORTY NINERS STADIUMSANTA CLARA         CA","50.00","debit","Restaurants","Blue from American Express","",""
"5/15/2022","3118 Burger 15713370Santa Clara         CA","3118 Burger 15713370Santa Clara         CA","73.12","debit","Fast Food","Blue from American Express","",""
"5/13/2022","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","SLICE*VIAMIAPIZZASARNEW YORK CITY       NY","54.50","debit","Restaurants","Blue from American Express","",""
"5/13/2022","GglPay VERVE COFFEE Palo Alto           CA","GglPay VERVE COFFEE Palo Alto           CA","8.75","debit","Coffee Shops","Blue from American Express","",""
"5/13/2022","AMANOUZ CAFE","AMANOUZ CAFE","19.91","debit","Restaurants","CREDIT CARD","",""
"5/12/2022","GglPay MOUNTAIN VIEWMOUNTAIN VIEW       CA","GglPay MOUNTAIN VIEWMOUNTAIN VIEW       CA","5.74","debit","Restaurants","Blue from American Express","",""
"5/11/2022","GglPay STARBUCKS STOPALO ALTO           CA","GglPay STARBUCKS STOPALO ALTO           CA","9.00","debit","Coffee Shops","Blue from American Express","",""
"5/10/2022","VERVE COFFEE ROASTERPalo Alto           CA","VERVE COFFEE ROASTERPalo Alto           CA","8.75","debit","Coffee Shops","Blue from American Express","",""
"5/10/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","4.00","debit","Coffee Shops","Blue from American Express","",""
"5/10/2022","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","86.71","debit","Food Delivery","Blue from American Express","",""
"5/10/2022","SQ *AMHERST COFFEE + BAR","SQ *AMHERST COFFEE + BAR","11.68","debit","Coffee Shops","CREDIT CARD","",""
"5/10/2022","PITA POCKETS","PITA POCKETS","11.21","debit","Restaurants","CREDIT CARD","",""
"5/09/2022","GglPay INDIA CASH & SAN JOSE            CA","GglPay INDIA CASH & SAN JOSE            CA","99.37","debit","Restaurants","Blue from American Express","",""
"5/09/2022","GglPay STARBUCKS STOPALO ALTO           CA","GglPay STARBUCKS STOPALO ALTO           CA","2.95","debit","Coffee Shops","Blue from American Express","",""
"5/09/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","11.50","debit","Coffee Shops","Blue from American Express","",""
"5/09/2022","BT*DD *DOORDASH VEGGSAN FRANCISCO       CA","BT*DD *DOORDASH VEGGSAN FRANCISCO       CA","19.66","debit","Food Delivery","Blue from American Express","",""
"5/09/2022","SLACK T01744AURUK","SLACK T01744AURUK","193.01","debit","Restaurants","Business Adv Unlimited Cash Rewards - 2733","",""
"5/08/2022","Subway","Subway 6845","12.29","debit","Fast Food","CREDIT CARD","",""
"5/08/2022","Door Dash","DD DOORDASH ORIENTALF","25.99","debit","Restaurants","CREDIT CARD","",""
"5/07/2022","DOORDASH DASHPASS   SAN FRANCISCO       CA","DOORDASH DASHPASS   SAN FRANCISCO       CA","9.99","debit","Food Delivery","Blue from American Express","",""
"5/06/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","6.50","debit","Coffee Shops","Blue from American Express","",""
"5/06/2022","GglPay JOE & THE JUIPALO ALTO           CA","GglPay JOE & THE JUIPALO ALTO           CA","11.68","debit","Coffee Shops","Blue from American Express","",""
"5/06/2022","BT*DD *DOORDASH FAMBSAN FRANCISCO       CA","BT*DD *DOORDASH FAMBSAN FRANCISCO       CA","16.00","debit","Food Delivery","Blue from American Express","",""
"5/06/2022","TST* THE OXFORD 3005SUNNYVALE           CA","TST* THE OXFORD 3005SUNNYVALE           CA","309.92","debit","Restaurants","Blue from American Express","",""
"5/06/2022","The Grill","THE GRILL","2.50","debit","Restaurants","CREDIT CARD","",""
"5/05/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","4.00","debit","Coffee Shops","Blue from American Express","",""
"5/05/2022","BT*DD *DOORDASH BOUDSAN FRANCISCO       CA","BT*DD *DOORDASH BOUDSAN FRANCISCO       CA","50.05","debit","Food Delivery","Blue from American Express","",""
"5/05/2022","GglPay ZAREEN'S RESTPalo Alto           CA","GglPay ZAREEN'S RESTPalo Alto           CA","14.76","debit","Restaurants","Blue from American Express","",""
"5/05/2022","BT*DD *DOORDASH VEGGSAN FRANCISCO       CA","BT*DD *DOORDASH VEGGSAN FRANCISCO       CA","41.51","debit","Food Delivery","Blue from American Express","",""
"5/04/2022","BT*DD *DOORDASH GINGSAN FRANCISCO       CA","BT*DD *DOORDASH GINGSAN FRANCISCO       CA","40.30","debit","Food Delivery","Blue from American Express","",""
"5/04/2022","GglPay WORLD WRAPPS-PALO ALTO           CA","GglPay WORLD WRAPPS-PALO ALTO           CA","12.85","debit","Restaurants","Blue from American Express","",""
"5/04/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","11.79","debit","Coffee Shops","Blue from American Express","",""
"5/04/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","4.00","debit","Coffee Shops","Blue from American Express","",""
"5/04/2022","BT*DD *DOORDASH VEGGSAN FRANCISCO       CA","BT*DD *DOORDASH VEGGSAN FRANCISCO       CA","14.38","debit","Food Delivery","Blue from American Express","",""
"5/04/2022","RESTAURANT SELF-SERVE","SQ *RESTAURANT SELF-SERVE","8.77","debit","Restaurants","CREDIT CARD","",""
"5/03/2022","BT*DD *DOORDASH GINGSAN FRANCISCO       CA","BT*DD *DOORDASH GINGSAN FRANCISCO       CA","53.36","debit","Food Delivery","Blue from American Express","",""
"5/02/2022","ROOTS CAFE","ROOTS CAFE","1.25","debit","Restaurants","CREDIT CARD","",""
"5/02/2022","ROOTS CAFE","ROOTS CAFE","7.00","debit","Restaurants","CREDIT CARD","",""
"5/01/2022","GglPay BIG BASIN CAFSaratoga            CA","GglPay BIG BASIN CAFSaratoga            CA","7.15","debit","Coffee Shops","Blue from American Express","",""
"5/01/2022","GglPay INDIA CASH & SAN JOSE            CA","GglPay INDIA CASH & SAN JOSE            CA","29.42","debit","Restaurants","Blue from American Express","",""
"4/30/2022","BT*DD *DOORDASH CHAASAN FRANCISCO       CA","BT*DD *DOORDASH CHAASAN FRANCISCO       CA","57.00","debit","Food Delivery","Blue from American Express","",""
"4/30/2022","BT*DD *DOORDASH POKESAN FRANCISCO       CA","BT*DD *DOORDASH POKESAN FRANCISCO       CA","21.69","debit","Food Delivery","Blue from American Express","",""
"4/29/2022","GglPay LA LUCHA COFFSan Francisco       CA","GglPay LA LUCHA COFFSan Francisco       CA","6.25","debit","Restaurants","Blue from American Express","",""
"4/28/2022","GglPay STARBUCKS STOPALO ALTO           CA","GglPay STARBUCKS STOPALO ALTO           CA","2.95","debit","Coffee Shops","Blue from American Express","",""
"4/28/2022","CASCAL RESTAURANT 65MOUNTAIN VIEW       CA","CASCAL RESTAURANT 65MOUNTAIN VIEW       CA","70.16","debit","Restaurants","Blue from American Express","",""
"4/27/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","10.00","debit","Coffee Shops","Blue from American Express","",""
"4/27/2022","ROOTS CAFE","ROOTS CAFE","1.75","debit","Restaurants","CREDIT CARD","",""
"4/26/2022","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","BT*DD *DOORDASH HONGSAN FRANCISCO       CA","81.57","debit","Food Delivery","Blue from American Express","",""
"4/26/2022","GglPay BLUE BOTTLE CPalo Alto           CA","GglPay BLUE BOTTLE CPalo Alto           CA","11.50","debit","Coffee Shops","Blue from American Express","",""
"4/26/2022","UMASS UCARD","UMASS UCARD","10.00","debit","Restaurants","CREDIT CARD","",""
"4/25/2022","GglPay ZAREEN'S RESTPalo Alto           CA","GglPay ZAREEN'S RESTPalo Alto           CA","35.04","debit","Restaurants","Blue from American Express","",""
"4/25/2022","BT*DD *DOORDASH THAISAN FRANCISCO       CA","BT*DD *DOORDASH THAISAN FRANCISCO       CA","25.14","debit","Food Delivery","Blue from American Express","",""
"4/25/2022","GglPay VERVE COFFEE Palo Alto           CA","GglPay VERVE COFFEE Palo Alto           CA","15.24","debit","Coffee Shops","Blue from American Express","",""
